step=164 pts=50000 plates=22 total=29.4ms | move=0.3 boundary=1.1 subduction=19.0 collision=5.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=166 pts=50000 plates=22 total=29.8ms | move=0.3 boundary=1.2 subduction=19.5 collision=4.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=168 pts=50000 plates=22 total=30.5ms | move=0.3 boundary=1.2 subduction=19.6 collision=5.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=170 pts=50000 plates=22 total=29.5ms | move=0.3 boundary=1.2 subduction=19.5 collision=4.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=172 pts=50000 plates=22 total=29.2ms | move=0.3 boundary=1.2 subduction=18.8 collision=5.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=174 pts=50000 plates=22 total=29.2ms | move=0.3 boundary=1.1 subduction=19.0 collision=4.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=176 pts=50000 plates=22 total=29.9ms | move=0.3 boundary=1.1 subduction=19.4 collision=5.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=178 pts=50000 plates=22 total=29.3ms | move=0.3 boundary=1.0 subduction=19.1 collision=5.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=180 pts=50000 plates=22 total=29.1ms | move=0.3 boundary=1.1 subduction=18.6 collision=5.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=182 pts=50000 plates=22 total=30.0ms | move=0.3 boundary=1.5 subduction=18.8 collision=5.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=184 pts=50000 plates=22 total=28.8ms | move=0.3 boundary=1.2 subduction=18.1 collision=5.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=186 pts=50000 plates=22 total=28.5ms | move=0.3 boundary=1.1 subduction=18.2 collision=4.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=188 pts=50000 plates=22 total=27.8ms | move=0.3 boundary=1.0 subduction=17.9 collision=4.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=190 pts=50000 plates=22 total=27.9ms | move=0.3 boundary=1.1 subduction=17.3 collision=5.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=192 pts=50000 plates=22 total=27.6ms | move=0.3 boundary=1.2 subduction=17.1 collision=4.8 rift=0.0 rift_bnd=0.0 oceanic=0.2 erosion=3.9 resample=0.0
step=194 pts=50000 plates=22 total=27.8ms | move=0.3 boundary=1.2 subduction=17.1 collision=5.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=196 pts=50000 plates=22 total=27.1ms | move=0.3 boundary=1.2 subduction=16.6 collision=5.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=198 pts=50000 plates=22 total=26.6ms | move=0.3 boundary=1.2 subduction=16.0 collision=5.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
  RESAMPLE: total=1677ms | old_delaunay=734 new_delaunay=673 adjacency=5 flood=10 interp=252
step=200 pts=50000 plates=22 total=1704.3ms | move=0.3 boundary=1.3 subduction=16.1 collision=5.2 rift=0.1 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=1677.4
step=202 pts=50000 plates=22 total=28.6ms | move=0.4 boundary=1.2 subduction=17.7 collision=5.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=204 pts=50000 plates=22 total=28.5ms | move=0.3 boundary=1.1 subduction=17.9 collision=5.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=206 pts=50000 plates=22 total=29.6ms | move=0.3 boundary=1.1 subduction=18.8 collision=5.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=208 pts=50000 plates=22 total=28.9ms | move=0.3 boundary=1.1 subduction=18.0 collision=5.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=210 pts=50000 plates=22 total=27.9ms | move=0.3 boundary=1.0 subduction=17.6 collision=5.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=212 pts=50000 plates=22 total=28.3ms | move=0.3 boundary=1.3 subduction=17.3 collision=5.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=214 pts=50000 plates=22 total=28.3ms | move=0.3 boundary=1.1 subduction=17.7 collision=5.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=216 pts=50000 plates=22 total=28.4ms | move=0.3 boundary=1.0 subduction=17.4 collision=5.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=218 pts=50000 plates=22 total=27.5ms | move=0.3 boundary=1.2 subduction=16.8 collision=5.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=220 pts=50000 plates=22 total=27.6ms | move=0.3 boundary=1.0 subduction=16.5 collision=5.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=222 pts=50000 plates=22 total=27.5ms | move=0.3 boundary=1.1 subduction=16.6 collision=5.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.3 resample=0.0
step=224 pts=50004 plates=22 total=710.9ms | move=0.3 boundary=0.8 subduction=16.6 collision=5.1 rift=0.0 rift_bnd=0.0 oceanic=684.0 erosion=4.0 resample=0.0
step=226 pts=50004 plates=22 total=76.8ms | move=0.3 boundary=5.2 subduction=61.1 collision=6.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=228 pts=50004 plates=22 total=78.1ms | move=0.3 boundary=5.0 subduction=61.8 collision=6.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=230 pts=50004 plates=22 total=80.1ms | move=0.3 boundary=5.5 subduction=63.7 collision=6.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=232 pts=50004 plates=22 total=81.0ms | move=0.3 boundary=5.8 subduction=63.7 collision=7.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=234 pts=50004 plates=22 total=80.4ms | move=0.3 boundary=5.5 subduction=63.8 collision=6.7 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=236 pts=50004 plates=22 total=85.5ms | move=0.3 boundary=6.2 subduction=68.0 collision=6.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.2 resample=0.0
step=238 pts=50004 plates=22 total=83.6ms | move=0.7 boundary=6.1 subduction=66.2 collision=6.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
  RESAMPLE: total=1673ms | old_delaunay=693 new_delaunay=704 adjacency=5 flood=10 interp=259
step=240 pts=50000 plates=22 total=1754.6ms | move=0.3 boundary=5.5 subduction=64.1 collision=6.8 rift=0.1 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=1673.7
step=242 pts=50000 plates=22 total=30.7ms | move=0.3 boundary=1.0 subduction=16.1 collision=9.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=244 pts=50000 plates=22 total=31.0ms | move=0.3 boundary=1.1 subduction=17.1 collision=8.7 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=246 pts=50000 plates=22 total=30.9ms | move=0.3 boundary=0.9 subduction=17.5 collision=8.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=248 pts=50000 plates=22 total=32.6ms | move=0.3 boundary=1.1 subduction=18.0 collision=8.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.5 resample=0.0
step=250 pts=50000 plates=22 total=31.5ms | move=0.3 boundary=0.9 subduction=17.9 collision=8.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=252 pts=50000 plates=22 total=33.3ms | move=0.3 boundary=1.1 subduction=18.6 collision=9.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=254 pts=50000 plates=22 total=32.1ms | move=0.3 boundary=1.3 subduction=17.5 collision=8.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=256 pts=50008 plates=22 total=756.4ms | move=0.3 boundary=0.8 subduction=17.6 collision=8.2 rift=0.0 rift_bnd=0.0 oceanic=725.4 erosion=3.9 resample=0.0
step=258 pts=50008 plates=22 total=64.6ms | move=0.4 boundary=4.9 subduction=43.3 collision=12.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=260 pts=50008 plates=22 total=60.7ms | move=0.3 boundary=5.6 subduction=40.8 collision=9.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=262 pts=50008 plates=22 total=56.5ms | move=0.3 boundary=4.1 subduction=38.5 collision=9.7 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=264 pts=50008 plates=22 total=57.4ms | move=0.4 boundary=4.5 subduction=38.5 collision=10.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=266 pts=50008 plates=22 total=56.4ms | move=0.3 boundary=4.1 subduction=37.4 collision=10.7 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=268 pts=50008 plates=22 total=57.6ms | move=0.4 boundary=4.7 subduction=38.9 collision=9.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.3 resample=0.0
step=270 pts=50008 plates=22 total=52.5ms | move=0.3 boundary=4.6 subduction=35.9 collision=7.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=272 pts=50008 plates=22 total=51.8ms | move=0.3 boundary=3.9 subduction=34.4 collision=9.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=274 pts=50008 plates=22 total=49.9ms | move=0.3 boundary=3.5 subduction=33.3 collision=8.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=276 pts=50008 plates=22 total=49.0ms | move=0.3 boundary=3.6 subduction=31.9 collision=9.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=278 pts=50008 plates=22 total=47.5ms | move=0.3 boundary=3.7 subduction=31.7 collision=7.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
  RESAMPLE: total=1632ms | old_delaunay=706 new_delaunay=656 adjacency=4 flood=9 interp=255
step=280 pts=50000 plates=25 total=2395.3ms | move=0.3 boundary=4.3 subduction=31.4 collision=10.5 rift=705.3 rift_bnd=7.5 oceanic=0.0 erosion=3.9 resample=1632.1
step=282 pts=50000 plates=25 total=33.9ms | move=0.4 boundary=1.2 subduction=17.4 collision=11.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=284 pts=50000 plates=25 total=32.0ms | move=0.3 boundary=1.3 subduction=15.1 collision=11.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=286 pts=50000 plates=25 total=30.9ms | move=0.3 boundary=1.0 subduction=15.1 collision=10.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=288 pts=50011 plates=25 total=776.6ms | move=0.3 boundary=0.8 subduction=17.3 collision=10.6 rift=0.0 rift_bnd=0.0 oceanic=743.6 erosion=3.9 resample=0.0
step=290 pts=50011 plates=25 total=43.2ms | move=0.3 boundary=2.7 subduction=24.6 collision=11.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=292 pts=50011 plates=25 total=44.0ms | move=0.3 boundary=2.4 subduction=24.6 collision=12.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=294 pts=50011 plates=25 total=44.8ms | move=0.3 boundary=2.9 subduction=24.7 collision=12.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=296 pts=50011 plates=25 total=45.8ms | move=0.3 boundary=2.3 subduction=25.7 collision=13.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=298 pts=50011 plates=25 total=43.5ms | move=0.3 boundary=2.7 subduction=24.7 collision=11.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=300 pts=50011 plates=25 total=113.7ms | move=0.4 boundary=3.7 subduction=37.1 collision=64.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=8.2 resample=0.0
step=302 pts=50011 plates=25 total=67.5ms | move=0.3 boundary=4.0 subduction=36.6 collision=21.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=5.1 resample=0.0
step=304 pts=50011 plates=25 total=55.3ms | move=0.5 boundary=4.0 subduction=29.0 collision=17.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=306 pts=50011 plates=25 total=56.4ms | move=0.3 boundary=3.2 subduction=31.9 collision=15.7 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=5.2 resample=0.0
step=308 pts=50011 plates=25 total=57.2ms | move=0.3 boundary=4.5 subduction=31.9 collision=15.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=5.2 resample=0.0
step=310 pts=50011 plates=25 total=58.8ms | move=0.4 boundary=4.2 subduction=29.3 collision=18.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=6.3 resample=0.0
step=312 pts=50011 plates=25 total=53.4ms | move=0.3 boundary=3.5 subduction=27.1 collision=18.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=314 pts=50011 plates=25 total=57.8ms | move=0.5 boundary=3.8 subduction=26.8 collision=21.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=5.1 resample=0.0
step=316 pts=50011 plates=25 total=48.1ms | move=0.3 boundary=2.9 subduction=23.3 collision=16.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.5 resample=0.0
step=318 pts=50011 plates=25 total=54.3ms | move=0.3 boundary=3.5 subduction=28.6 collision=16.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=5.3 resample=0.0
  RESAMPLE: total=1776ms | old_delaunay=748 new_delaunay=722 adjacency=5 flood=10 interp=289
step=320 pts=50000 plates=25 total=2694.0ms | move=0.3 boundary=2.9 subduction=24.7 collision=16.9 rift=0.1 rift_bnd=0.0 oceanic=868.2 erosion=4.0 resample=1776.8
step=322 pts=50000 plates=25 total=39.3ms | move=0.8 boundary=1.7 subduction=14.2 collision=18.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=324 pts=50000 plates=25 total=39.5ms | move=0.3 boundary=1.0 subduction=14.1 collision=19.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.7 resample=0.0
step=326 pts=50000 plates=25 total=40.0ms | move=0.3 boundary=1.5 subduction=14.9 collision=19.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=328 pts=50000 plates=25 total=42.4ms | move=0.4 boundary=1.8 subduction=15.7 collision=20.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.2 resample=0.0
step=330 pts=50000 plates=25 total=41.4ms | move=0.4 boundary=1.3 subduction=15.6 collision=20.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=332 pts=50000 plates=25 total=37.2ms | move=0.3 boundary=1.1 subduction=13.7 collision=18.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=334 pts=50000 plates=25 total=40.1ms | move=0.3 boundary=1.1 subduction=13.7 collision=19.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=5.0 resample=0.0
step=336 pts=50000 plates=25 total=41.2ms | move=0.3 boundary=1.0 subduction=14.8 collision=21.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=338 pts=50000 plates=25 total=39.6ms | move=0.3 boundary=0.9 subduction=13.9 collision=20.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=340 pts=50000 plates=25 total=41.0ms | move=0.3 boundary=1.4 subduction=13.8 collision=21.1 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.2 resample=0.0
step=342 pts=50000 plates=25 total=39.9ms | move=0.7 boundary=1.4 subduction=13.7 collision=20.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=344 pts=50000 plates=25 total=39.0ms | move=0.3 boundary=1.1 subduction=12.9 collision=20.7 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=346 pts=50000 plates=25 total=37.9ms | move=0.3 boundary=1.0 subduction=13.0 collision=19.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=348 pts=50000 plates=25 total=42.0ms | move=0.3 boundary=1.7 subduction=12.6 collision=23.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=350 pts=50000 plates=25 total=39.4ms | move=0.4 boundary=1.0 subduction=11.4 collision=22.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=352 pts=50003 plates=25 total=791.6ms | move=0.3 boundary=1.0 subduction=11.9 collision=22.2 rift=0.0 rift_bnd=0.0 oceanic=752.2 erosion=3.9 resample=0.0
step=354 pts=50003 plates=25 total=89.6ms | move=0.3 boundary=6.7 subduction=57.2 collision=21.4 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=356 pts=50003 plates=25 total=93.4ms | move=0.3 boundary=6.6 subduction=56.0 collision=26.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.2 resample=0.0
step=358 pts=50003 plates=25 total=89.9ms | move=0.3 boundary=6.7 subduction=56.7 collision=22.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
  RESAMPLE: total=1776ms | old_delaunay=774 new_delaunay=699 adjacency=4 flood=10 interp=287
step=360 pts=50000 plates=34 total=2664.9ms | move=0.3 boundary=6.3 subduction=55.8 collision=26.0 rift=786.4 rift_bnd=8.8 oceanic=0.0 erosion=3.9 resample=1777.3
step=362 pts=50000 plates=34 total=36.7ms | move=0.3 boundary=1.4 subduction=14.1 collision=17.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=364 pts=50000 plates=34 total=35.8ms | move=0.9 boundary=2.2 subduction=14.0 collision=14.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=366 pts=50000 plates=34 total=34.8ms | move=0.3 boundary=1.4 subduction=13.8 collision=15.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=368 pts=50000 plates=34 total=36.7ms | move=0.4 boundary=1.8 subduction=14.7 collision=15.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=370 pts=50000 plates=34 total=35.9ms | move=0.3 boundary=1.1 subduction=14.6 collision=15.7 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.2 resample=0.0
step=372 pts=50000 plates=34 total=34.0ms | move=0.3 boundary=1.1 subduction=13.2 collision=14.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.9 resample=0.0
step=374 pts=50000 plates=34 total=34.9ms | move=0.4 boundary=1.4 subduction=13.5 collision=15.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.1 resample=0.0
step=376 pts=50000 plates=34 total=35.2ms | move=0.3 boundary=1.2 subduction=13.2 collision=16.6 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=378 pts=50000 plates=34 total=33.1ms | move=0.3 boundary=1.1 subduction=12.8 collision=14.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=380 pts=50000 plates=34 total=33.0ms | move=0.3 boundary=1.3 subduction=12.5 collision=15.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=382 pts=50004 plates=34 total=745.9ms | move=0.3 boundary=1.2 subduction=12.0 collision=14.5 rift=0.0 rift_bnd=0.0 oceanic=713.6 erosion=4.2 resample=0.0
step=384 pts=50004 plates=34 total=72.6ms | move=0.4 boundary=7.1 subduction=41.2 collision=19.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=386 pts=50004 plates=34 total=70.0ms | move=0.3 boundary=5.2 subduction=39.8 collision=20.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=388 pts=50004 plates=34 total=70.4ms | move=0.3 boundary=5.6 subduction=39.9 collision=20.5 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=390 pts=50004 plates=34 total=71.8ms | move=0.3 boundary=5.9 subduction=40.8 collision=20.9 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.8 resample=0.0
step=392 pts=50004 plates=34 total=67.3ms | move=0.3 boundary=5.3 subduction=38.9 collision=18.8 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
step=394 pts=50004 plates=34 total=68.3ms | move=0.3 boundary=5.1 subduction=38.6 collision=20.2 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.0 resample=0.0
step=396 pts=50004 plates=34 total=75.7ms | move=0.3 boundary=5.2 subduction=39.7 collision=26.0 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=4.5 resample=0.0
step=398 pts=50004 plates=34 total=68.6ms | move=0.4 boundary=6.9 subduction=38.9 collision=18.3 rift=0.0 rift_bnd=0.0 oceanic=0.0 erosion=3.9 resample=0.0
  RESAMPLE: total=1647ms | old_delaunay=690 new_delaunay=677 adjacency=5 flood=9 interp=264
step=400 pts=50000 plates=43 total=2440.6ms | move=0.3 boundary=6.0 subduction=38.1 collision=19.6 rift=716.3 rift_bnd=8.7 oceanic=0.0 erosion=4.0 resample=1647.5
