  after assign_samples step=1: assigned=230703/240000 gap=9297 plates=20
    plate[0]: 8034 samples, 8902 mesh verts, 17061 tris
    plate[19]: 13479 samples, 16265 mesh verts, 31582 tris
  crust: cont=78318 (31.5%) ocean=170459 below_sea=0 elev=[2.000,2.010] avg=2.001 andean=0 himalayan=0
  after assign_samples step=6: assigned=199952/240000 gap=40048 plates=20
    plate[0]: 6691 samples, 8973 mesh verts, 17132 tris
    plate[1]: 8686 samples, 9943 mesh verts, 19245 tris
    plate[2]: 9201 samples, 10726 mesh verts, 20762 tris
    plate[3]: 8558 samples, 10169 mesh verts, 19684 tris
    plate[4]: 6235 samples, 7669 mesh verts, 14713 tris
    plate[5]: 13332 samples, 19085 mesh verts, 36643 tris
    plate[6]: 8759 samples, 9970 mesh verts, 19141 tris
    plate[7]: 8117 samples, 9774 mesh verts, 18913 tris
    plate[8]: 9730 samples, 11546 mesh verts, 22269 tris
    plate[9]: 9707 samples, 13403 mesh verts, 26007 tris
    plate[10]: 12649 samples, 14427 mesh verts, 27970 tris
    plate[11]: 12743 samples, 14647 mesh verts, 28194 tris
    plate[12]: 15489 samples, 19273 mesh verts, 37497 tris
    plate[13]: 6874 samples, 9016 mesh verts, 17386 tris
    plate[14]: 12173 samples, 18446 mesh verts, 35616 tris
    plate[15]: 12044 samples, 14078 mesh verts, 27316 tris
    plate[16]: 7738 samples, 10031 mesh verts, 19354 tris
    plate[17]: 5174 samples, 7013 mesh verts, 13431 tris
    plate[18]: 12960 samples, 14323 mesh verts, 27712 tris
    plate[19]: 13092 samples, 16265 mesh verts, 31582 tris
  crust: cont=78318 (31.5%) ocean=170459 below_sea=0 elev=[2.000,2.012] avg=2.001 andean=0 himalayan=0
  after assign_samples step=7: assigned=194535/240000 gap=45465 plates=20
    plate[0]: 6458 samples, 9009 mesh verts, 17168 tris
    plate[1]: 8682 samples, 9961 mesh verts, 19263 tris
    plate[2]: 9086 samples, 10760 mesh verts, 20796 tris
    plate[3]: 8384 samples, 10193 mesh verts, 19708 tris
    plate[4]: 6119 samples, 7685 mesh verts, 14729 tris
    plate[5]: 12748 samples, 19126 mesh verts, 36684 tris
    plate[6]: 8645 samples, 10006 mesh verts, 19177 tris
    plate[7]: 7937 samples, 9793 mesh verts, 18932 tris
    plate[8]: 9537 samples, 11548 mesh verts, 22271 tris
    plate[9]: 9307 samples, 13427 mesh verts, 26031 tris
    plate[10]: 12479 samples, 14463 mesh verts, 28006 tris
    plate[11]: 12563 samples, 14671 mesh verts, 28218 tris
    plate[12]: 14939 samples, 19287 mesh verts, 37511 tris
    plate[13]: 6582 samples, 9068 mesh verts, 17438 tris
    plate[14]: 11280 samples, 18480 mesh verts, 35650 tris
    plate[15]: 11859 samples, 14107 mesh verts, 27345 tris
    plate[16]: 7437 samples, 10098 mesh verts, 19421 tris
    plate[17]: 4914 samples, 7044 mesh verts, 13462 tris
    plate[18]: 12859 samples, 14346 mesh verts, 27735 tris
    plate[19]: 12720 samples, 16276 mesh verts, 31593 tris
  crust: cont=78318 (31.4%) ocean=171030 below_sea=0 elev=[2.000,2.014] avg=2.001 andean=0 himalayan=0
  after assign_samples step=8: assigned=189232/240000 gap=50768 plates=20
    plate[0]: 6226 samples, 9009 mesh verts, 17168 tris
    plate[1]: 8685 samples, 9961 mesh verts, 19263 tris
    plate[2]: 8987 samples, 10760 mesh verts, 20796 tris
    plate[3]: 8202 samples, 10193 mesh verts, 19708 tris
    plate[4]: 5984 samples, 7685 mesh verts, 14729 tris
    plate[5]: 12244 samples, 19126 mesh verts, 36684 tris
    plate[6]: 8509 samples, 10006 mesh verts, 19177 tris
    plate[7]: 7741 samples, 9793 mesh verts, 18932 tris
    plate[8]: 9365 samples, 11548 mesh verts, 22271 tris
    plate[9]: 8913 samples, 13427 mesh verts, 26031 tris
    plate[10]: 12303 samples, 14463 mesh verts, 28006 tris
    plate[11]: 12371 samples, 14671 mesh verts, 28218 tris
    plate[12]: 14401 samples, 19287 mesh verts, 37511 tris
    plate[13]: 6284 samples, 9068 mesh verts, 17438 tris
    plate[14]: 10392 samples, 18480 mesh verts, 35650 tris
    plate[15]: 11703 samples, 14107 mesh verts, 27345 tris
    plate[16]: 7150 samples, 10098 mesh verts, 19421 tris
    plate[17]: 4648 samples, 7044 mesh verts, 13462 tris
    plate[18]: 12762 samples, 14346 mesh verts, 27735 tris
    plate[19]: 12362 samples, 16276 mesh verts, 31593 tris
  crust: cont=78318 (31.4%) ocean=171030 below_sea=0 elev=[2.000,2.017] avg=2.001 andean=0 himalayan=0
  after assign_samples step=9: assigned=184202/240000 gap=55798 plates=20
    plate[0]: 6073 samples, 9009 mesh verts, 17168 tris
    plate[1]: 8725 samples, 9961 mesh verts, 19263 tris
    plate[2]: 8873 samples, 10760 mesh verts, 20796 tris
    plate[3]: 8031 samples, 10193 mesh verts, 19708 tris
    plate[4]: 5889 samples, 7685 mesh verts, 14729 tris
    plate[5]: 11739 samples, 19126 mesh verts, 36684 tris
    plate[6]: 8409 samples, 10006 mesh verts, 19177 tris
    plate[7]: 7547 samples, 9793 mesh verts, 18932 tris
    plate[8]: 9199 samples, 11548 mesh verts, 22271 tris
    plate[9]: 8525 samples, 13427 mesh verts, 26031 tris
    plate[10]: 12135 samples, 14463 mesh verts, 28006 tris
    plate[11]: 12183 samples, 14671 mesh verts, 28218 tris
    plate[12]: 13845 samples, 19287 mesh verts, 37511 tris
    plate[13]: 5999 samples, 9068 mesh verts, 17438 tris
    plate[14]: 9537 samples, 18480 mesh verts, 35650 tris
    plate[15]: 11547 samples, 14107 mesh verts, 27345 tris
    plate[16]: 6874 samples, 10098 mesh verts, 19421 tris
    plate[17]: 4383 samples, 7044 mesh verts, 13462 tris
    plate[18]: 12681 samples, 14346 mesh verts, 27735 tris
    plate[19]: 12008 samples, 16276 mesh verts, 31593 tris
  crust: cont=78318 (31.4%) ocean=171030 below_sea=0 elev=[2.000,2.019] avg=2.002 andean=0 himalayan=0
  after assign_samples step=10: assigned=179378/240000 gap=60622 plates=20
    plate[0]: 6014 samples, 9044 mesh verts, 17203 tris
    plate[1]: 8728 samples, 9965 mesh verts, 19267 tris
    plate[2]: 8729 samples, 10795 mesh verts, 20831 tris
    plate[3]: 7842 samples, 10219 mesh verts, 19734 tris
    plate[4]: 5775 samples, 7702 mesh verts, 14746 tris
    plate[5]: 11257 samples, 19176 mesh verts, 36734 tris
    plate[6]: 8340 samples, 10046 mesh verts, 19217 tris
    plate[7]: 7376 samples, 9816 mesh verts, 18955 tris
    plate[8]: 9043 samples, 11553 mesh verts, 22276 tris
    plate[9]: 8192 samples, 13454 mesh verts, 26058 tris
    plate[10]: 11962 samples, 14502 mesh verts, 28045 tris
    plate[11]: 11998 samples, 14697 mesh verts, 28244 tris
    plate[12]: 13297 samples, 19306 mesh verts, 37530 tris
    plate[13]: 5718 samples, 9108 mesh verts, 17478 tris
    plate[14]: 8711 samples, 18515 mesh verts, 35685 tris
    plate[15]: 11410 samples, 14144 mesh verts, 27382 tris
    plate[16]: 6588 samples, 10164 mesh verts, 19487 tris
    plate[17]: 4138 samples, 7073 mesh verts, 13491 tris
    plate[18]: 12610 samples, 14368 mesh verts, 27757 tris
    plate[19]: 11650 samples, 16289 mesh verts, 31606 tris
  crust: cont=78318 (31.3%) ocean=171618 below_sea=0 elev=[2.000,2.021] avg=2.002 andean=0 himalayan=0
  after assign_samples step=11: assigned=174590/240000 gap=65410 plates=20
    plate[0]: 5936 samples, 9044 mesh verts, 17203 tris
    plate[1]: 8706 samples, 9965 mesh verts, 19267 tris
    plate[2]: 8614 samples, 10795 mesh verts, 20831 tris
    plate[3]: 7649 samples, 10219 mesh verts, 19734 tris
    plate[4]: 5653 samples, 7702 mesh verts, 14746 tris
    plate[5]: 10786 samples, 19176 mesh verts, 36734 tris
    plate[6]: 8309 samples, 10046 mesh verts, 19217 tris
    plate[7]: 7182 samples, 9816 mesh verts, 18955 tris
    plate[8]: 8855 samples, 11553 mesh verts, 22276 tris
    plate[9]: 7876 samples, 13454 mesh verts, 26058 tris
    plate[10]: 11777 samples, 14502 mesh verts, 28045 tris
    plate[11]: 11809 samples, 14697 mesh verts, 28244 tris
    plate[12]: 12712 samples, 19306 mesh verts, 37530 tris
    plate[13]: 5451 samples, 9108 mesh verts, 17478 tris
    plate[14]: 7953 samples, 18515 mesh verts, 35685 tris
    plate[15]: 11314 samples, 14144 mesh verts, 27382 tris
    plate[16]: 6326 samples, 10164 mesh verts, 19487 tris
    plate[17]: 3891 samples, 7073 mesh verts, 13491 tris
    plate[18]: 12497 samples, 14368 mesh verts, 27757 tris
    plate[19]: 11294 samples, 16289 mesh verts, 31606 tris
  crust: cont=78318 (31.3%) ocean=171618 below_sea=0 elev=[2.000,2.023] avg=2.002 andean=0 himalayan=0
  after assign_samples step=12: assigned=169887/240000 gap=70113 plates=20
    plate[0]: 5833 samples, 9044 mesh verts, 17203 tris
    plate[1]: 8649 samples, 9965 mesh verts, 19267 tris
    plate[2]: 8475 samples, 10795 mesh verts, 20831 tris
    plate[3]: 7477 samples, 10219 mesh verts, 19734 tris
    plate[4]: 5525 samples, 7702 mesh verts, 14746 tris
    plate[5]: 10327 samples, 19176 mesh verts, 36734 tris
    plate[6]: 8288 samples, 10046 mesh verts, 19217 tris
    plate[7]: 6996 samples, 9816 mesh verts, 18955 tris
    plate[8]: 8682 samples, 11553 mesh verts, 22276 tris
    plate[9]: 7570 samples, 13454 mesh verts, 26058 tris
    plate[10]: 11592 samples, 14502 mesh verts, 28045 tris
    plate[11]: 11639 samples, 14697 mesh verts, 28244 tris
    plate[12]: 12134 samples, 19306 mesh verts, 37530 tris
    plate[13]: 5217 samples, 9108 mesh verts, 17478 tris
    plate[14]: 7257 samples, 18515 mesh verts, 35685 tris
    plate[15]: 11216 samples, 14144 mesh verts, 27382 tris
    plate[16]: 6063 samples, 10164 mesh verts, 19487 tris
    plate[17]: 3619 samples, 7073 mesh verts, 13491 tris
    plate[18]: 12413 samples, 14368 mesh verts, 27757 tris
    plate[19]: 10915 samples, 16289 mesh verts, 31606 tris
  crust: cont=78318 (31.3%) ocean=171618 below_sea=0 elev=[2.000,2.025] avg=2.002 andean=0 himalayan=0
  after assign_samples step=13: assigned=165349/240000 gap=74651 plates=20
    plate[0]: 5692 samples, 9079 mesh verts, 17238 tris
    plate[1]: 8555 samples, 9965 mesh verts, 19267 tris
    plate[2]: 8329 samples, 10830 mesh verts, 20866 tris
    plate[3]: 7294 samples, 10245 mesh verts, 19760 tris
    plate[4]: 5407 samples, 7720 mesh verts, 14764 tris
    plate[5]: 9891 samples, 19232 mesh verts, 36790 tris
    plate[6]: 8300 samples, 10093 mesh verts, 19264 tris
    plate[7]: 6806 samples, 9842 mesh verts, 18981 tris
    plate[8]: 8509 samples, 11564 mesh verts, 22287 tris
    plate[9]: 7307 samples, 13503 mesh verts, 26107 tris
    plate[10]: 11431 samples, 14540 mesh verts, 28083 tris
    plate[11]: 11451 samples, 14723 mesh verts, 28270 tris
    plate[12]: 11542 samples, 19327 mesh verts, 37551 tris
    plate[13]: 4987 samples, 9136 mesh verts, 17506 tris
    plate[14]: 6697 samples, 18545 mesh verts, 35715 tris
    plate[15]: 11126 samples, 14182 mesh verts, 27420 tris
    plate[16]: 5811 samples, 10229 mesh verts, 19552 tris
    plate[17]: 3359 samples, 7103 mesh verts, 13521 tris
    plate[18]: 12322 samples, 14390 mesh verts, 27779 tris
    plate[19]: 10533 samples, 16305 mesh verts, 31622 tris
  crust: cont=78318 (31.3%) ocean=172235 below_sea=0 elev=[2.000,2.027] avg=2.003 andean=0 himalayan=0
  after assign_samples step=14: assigned=160864/240000 gap=79136 plates=20
    plate[0]: 5556 samples, 9079 mesh verts, 17238 tris
    plate[1]: 8454 samples, 9965 mesh verts, 19267 tris
    plate[2]: 8197 samples, 10830 mesh verts, 20866 tris
    plate[3]: 7106 samples, 10245 mesh verts, 19760 tris
    plate[4]: 5271 samples, 7720 mesh verts, 14764 tris
    plate[5]: 9466 samples, 19232 mesh verts, 36790 tris
    plate[6]: 8301 samples, 10093 mesh verts, 19264 tris
    plate[7]: 6633 samples, 9842 mesh verts, 18981 tris
    plate[8]: 8335 samples, 11564 mesh verts, 22287 tris
    plate[9]: 7088 samples, 13503 mesh verts, 26107 tris
    plate[10]: 11254 samples, 14540 mesh verts, 28083 tris
    plate[11]: 11261 samples, 14723 mesh verts, 28270 tris
    plate[12]: 10947 samples, 19327 mesh verts, 37551 tris
    plate[13]: 4766 samples, 9136 mesh verts, 17506 tris
    plate[14]: 6179 samples, 18545 mesh verts, 35715 tris
    plate[15]: 11022 samples, 14182 mesh verts, 27420 tris
    plate[16]: 5554 samples, 10229 mesh verts, 19552 tris
    plate[17]: 3091 samples, 7103 mesh verts, 13521 tris
    plate[18]: 12227 samples, 14390 mesh verts, 27779 tris
    plate[19]: 10156 samples, 16305 mesh verts, 31622 tris
  crust: cont=78318 (31.3%) ocean=172235 below_sea=0 elev=[2.000,2.029] avg=2.003 andean=0 himalayan=0
  after assign_samples step=15: assigned=156524/240000 gap=83476 plates=20
    plate[0]: 5403 samples, 9079 mesh verts, 17238 tris
    plate[1]: 8329 samples, 9965 mesh verts, 19267 tris
    plate[2]: 8037 samples, 10830 mesh verts, 20866 tris
    plate[3]: 6924 samples, 10245 mesh verts, 19760 tris
    plate[4]: 5150 samples, 7720 mesh verts, 14764 tris
    plate[5]: 9065 samples, 19232 mesh verts, 36790 tris
    plate[6]: 8285 samples, 10093 mesh verts, 19264 tris
    plate[7]: 6441 samples, 9842 mesh verts, 18981 tris
    plate[8]: 8167 samples, 11564 mesh verts, 22287 tris
    plate[9]: 6885 samples, 13503 mesh verts, 26107 tris
    plate[10]: 11090 samples, 14540 mesh verts, 28083 tris
    plate[11]: 11113 samples, 14723 mesh verts, 28270 tris
    plate[12]: 10392 samples, 19327 mesh verts, 37551 tris
    plate[13]: 4531 samples, 9136 mesh verts, 17506 tris
    plate[14]: 5724 samples, 18545 mesh verts, 35715 tris
    plate[15]: 10939 samples, 14182 mesh verts, 27420 tris
    plate[16]: 5303 samples, 10229 mesh verts, 19552 tris
    plate[17]: 2836 samples, 7103 mesh verts, 13521 tris
    plate[18]: 12130 samples, 14390 mesh verts, 27779 tris
    plate[19]: 9780 samples, 16305 mesh verts, 31622 tris
  crust: cont=78318 (31.3%) ocean=172235 below_sea=0 elev=[2.000,2.031] avg=2.003 andean=0 himalayan=0
  after assign_samples step=16: assigned=152291/240000 gap=87709 plates=20
    plate[0]: 5256 samples, 9114 mesh verts, 17273 tris
    plate[1]: 8192 samples, 9966 mesh verts, 19268 tris
    plate[2]: 7864 samples, 10866 mesh verts, 20902 tris
    plate[3]: 6726 samples, 10271 mesh verts, 19786 tris
    plate[4]: 5014 samples, 7738 mesh verts, 14782 tris
    plate[5]: 8667 samples, 19290 mesh verts, 36848 tris
    plate[6]: 8253 samples, 10136 mesh verts, 19307 tris
    plate[7]: 6275 samples, 9870 mesh verts, 19009 tris
    plate[8]: 8004 samples, 11579 mesh verts, 22302 tris
    plate[9]: 6683 samples, 13559 mesh verts, 26163 tris
    plate[10]: 10920 samples, 14578 mesh verts, 28121 tris
    plate[11]: 11010 samples, 14746 mesh verts, 28293 tris
    plate[12]: 9858 samples, 19349 mesh verts, 37573 tris
    plate[13]: 4289 samples, 9163 mesh verts, 17533 tris
    plate[14]: 5278 samples, 18575 mesh verts, 35745 tris
    plate[15]: 10890 samples, 14221 mesh verts, 27459 tris
    plate[16]: 5055 samples, 10303 mesh verts, 19626 tris
    plate[17]: 2567 samples, 7144 mesh verts, 13562 tris
    plate[18]: 12062 samples, 14413 mesh verts, 27802 tris
    plate[19]: 9428 samples, 16321 mesh verts, 31638 tris
  crust: cont=78318 (31.2%) ocean=172884 below_sea=0 elev=[2.000,2.032] avg=2.004 andean=0 himalayan=0
=== RESAMPLE step=16 t=32 Myr: 240000/240000 assigned, 0 gap, 20 plates ===
  plate[0]: 10029 pts assigned (was 9114 verts, 17273 tris)
  plate[1]: 9228 pts assigned (was 9966 verts, 19268 tris)
  plate[2]: 16978 pts assigned (was 10866 verts, 20902 tris)
  plate[3]: 10177 pts assigned (was 10271 verts, 19786 tris)
  plate[4]: 8618 pts assigned (was 7738 verts, 14782 tris)
  plate[5]: 22513 pts assigned (was 19290 verts, 36848 tris)
  plate[6]: 11503 pts assigned (was 10136 verts, 19307 tris)
  plate[7]: 7930 pts assigned (was 9870 verts, 19009 tris)
  plate[8]: 10984 pts assigned (was 11579 verts, 22302 tris)
  plate[9]: 12159 pts assigned (was 13559 verts, 26163 tris)
  plate[10]: 10581 pts assigned (was 14578 verts, 28121 tris)
  plate[11]: 16035 pts assigned (was 14746 verts, 28293 tris)
  plate[12]: 17049 pts assigned (was 19349 verts, 37573 tris)
  plate[13]: 2765 pts assigned (was 9163 verts, 17533 tris)
  plate[14]: 18056 pts assigned (was 18575 verts, 35745 tris)
  plate[15]: 18034 pts assigned (was 14221 verts, 27459 tris)
  plate[16]: 5538 pts assigned (was 10303 verts, 19626 tris)
  plate[17]: 4544 pts assigned (was 7144 verts, 13562 tris)
  plate[18]: 17040 pts assigned (was 14413 verts, 27802 tris)
  plate[19]: 10239 pts assigned (was 16321 verts, 31638 tris)
  new plate[0]: 10513 verts, 20087 tris
  new plate[1]: 9567 verts, 18465 tris
  new plate[2]: 17405 verts, 33964 tris
  new plate[3]: 10558 verts, 20410 tris
  new plate[4]: 8968 verts, 17244 tris
  new plate[5]: 23375 verts, 45009 tris
  new plate[6]: 12185 verts, 23026 tris
  new plate[7]: 8333 verts, 15819 tris
  new plate[8]: 11356 verts, 21955 tris
  new plate[9]: 12817 verts, 24351 tris
  new plate[10]: 11062 verts, 21166 tris
  new plate[11]: 16604 verts, 32080 tris
  new plate[12]: 17698 verts, 34068 tris
  new plate[13]: 3033 verts, 5530 tris
  new plate[14]: 18997 verts, 36081 tris
  new plate[15]: 18570 verts, 36059 tris
  new plate[16]: 5929 verts, 11071 tris
  new plate[17]: 4802 verts, 9084 tris
  new plate[18]: 17535 verts, 34081 tris
  new plate[19]: 10610 verts, 20446 tris
  cache: 240000/240000 assigned
=== RESAMPLE step=16 t=32 Myr: 240000/240000 assigned, 0 gap, 20 plates ===
  plate[0]: 10293 pts assigned (was 10513 verts, 20087 tris)
  plate[1]: 9428 pts assigned (was 9567 verts, 18465 tris)
  plate[2]: 17134 pts assigned (was 17405 verts, 33964 tris)
  plate[3]: 10307 pts assigned (was 10558 verts, 20410 tris)
  plate[4]: 8783 pts assigned (was 8968 verts, 17244 tris)
  plate[5]: 22802 pts assigned (was 23375 verts, 45009 tris)
  plate[6]: 11957 pts assigned (was 12185 verts, 23026 tris)
  plate[7]: 7800 pts assigned (was 8333 verts, 15819 tris)
  plate[8]: 10971 pts assigned (was 11356 verts, 21955 tris)
  plate[9]: 11881 pts assigned (was 12817 verts, 24351 tris)
  plate[10]: 10663 pts assigned (was 11062 verts, 21166 tris)
  plate[11]: 16168 pts assigned (was 16604 verts, 32080 tris)
  plate[12]: 16603 pts assigned (was 17698 verts, 34068 tris)
  plate[13]: 2703 pts assigned (was 3033 verts, 5530 tris)
  plate[14]: 17405 pts assigned (was 18997 verts, 36081 tris)
  plate[15]: 17992 pts assigned (was 18570 verts, 36059 tris)
  plate[16]: 5383 pts assigned (was 5929 verts, 11071 tris)
  plate[17]: 4628 pts assigned (was 4802 verts, 9084 tris)
  plate[18]: 16864 pts assigned (was 17535 verts, 34081 tris)
  plate[19]: 10235 pts assigned (was 10610 verts, 20446 tris)
  new plate[0]: 10744 verts, 20660 tris
  new plate[1]: 9765 verts, 18881 tris
  new plate[2]: 17561 verts, 34284 tris
  new plate[3]: 10655 verts, 20628 tris
  new plate[4]: 9121 verts, 17586 tris
  new plate[5]: 23673 verts, 45630 tris
  new plate[6]: 12633 verts, 23996 tris
  new plate[7]: 8178 verts, 15621 tris
  new plate[8]: 11311 verts, 21931 tris
  new plate[9]: 12466 verts, 23723 tris
  new plate[10]: 11134 verts, 21334 tris
  new plate[11]: 16747 verts, 32370 tris
  new plate[12]: 17175 verts, 33135 tris
  new plate[13]: 2960 verts, 5406 tris
  new plate[14]: 18265 verts, 34701 tris
  new plate[15]: 18489 verts, 35969 tris
  new plate[16]: 5756 verts, 10724 tris
  new plate[17]: 4888 verts, 9256 tris
  new plate[18]: 17348 verts, 33724 tris
  new plate[19]: 10567 verts, 20437 tris
  cache: 240000/240000 assigned
  after assign_samples step=17: assigned=228702/240000 gap=11298 plates=20
    plate[0]: 9777 samples, 10744 mesh verts, 20660 tris
    plate[1]: 8968 samples, 9765 mesh verts, 18881 tris
    plate[2]: 16357 samples, 17561 mesh verts, 34284 tris
    plate[3]: 9854 samples, 10655 mesh verts, 20628 tris
    plate[4]: 8494 samples, 9121 mesh verts, 17586 tris
